firebase_id,prolific_id,session_id,study_id,visualization_condition,condition_name,assignment_method,prompt_order,session1_prompt_type,session2_prompt_type,condition_timestamp,pre_predictability,pre_negative_predictability,pre_trust,pre_survey_timestamp,s1_prompt_type,s1_prompt_shown,s1_system_prompt,s1_attention_prompt_recall_answer,s1_attention_prompt_recall_correct,s1_attention_prompt_recall_passed,s1_attention_mba_answer,s1_attention_mba_passed,s1_mba_empathy,s1_mba_erudite,s1_mba_robotic,s1_mba_romantic,s1_mba_sycophantic,s1_mba_toxic,s1_mba_timestamp,s1_mbe_empathy,s1_mbe_erudite,s1_mbe_robotic,s1_mbe_romantic,s1_mbe_sycophantic,s1_mbe_toxic,s1_mbe_timestamp,s1_chat_start,s1_chat_end,s1_chat_duration,s1_num_user_messages,s1_num_assistant_messages,s1_num_total_messages,s2_prompt_type,s2_prompt_shown,s2_system_prompt,s2_attention_prompt_recall_answer,s2_attention_prompt_recall_correct,s2_attention_prompt_recall_passed,s2_attention_mba_answer,s2_attention_mba_passed,s2_mba_empathy,s2_mba_erudite,s2_mba_robotic,s2_mba_romantic,s2_mba_sycophantic,s2_mba_toxic,s2_mba_timestamp,s2_mbe_empathy,s2_mbe_erudite,s2_mbe_robotic,s2_mbe_romantic,s2_mbe_sycophantic,s2_mbe_toxic,s2_mbe_timestamp,s2_chat_start,s2_chat_end,s2_chat_duration,s2_num_user_messages,s2_num_assistant_messages,s2_num_total_messages,final_survey_timestamp,final_survey_condition,final_predictability_post,final_negative_predictability_post,final_trust_post,final_viz_helpfulness,final_viz_anticipation,final_viz_prediction,final_viz_referenced,final_viz_confidence,final_viz_frequency,final_viz_comprehension,final_drift_panel_helpful,final_ueq_obstructive_supportive,final_ueq_complicated_easy,final_ueq_inefficient_efficient,final_ueq_confusing_clear,final_ueq_boring_exciting,final_ueq_not_interesting_interesting,final_ueq_conventional_inventive,final_ueq_usual_leading_edge,final_interaction_reflection,final_visualization_usage,final_visualization_feedback,final_general_feedback,attention_all_passed
bOATjZdzzKPNA0rv8SHz8uZ47vE3,66294177a2d171c3a831f21a,69c9568dc5a399ca3a276e8d,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-29T17:11:00.249Z,4,4,2,2026-03-29T16:52:26.740Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,-1,-1,1,-10,-10,-10,2026-03-29T16:55:13.980Z,0.0,0.0,1.0,-10.0,-10.0,-10.0,2026-03-29T17:06:31.073Z,2026-03-29T16:55:31.303Z,2026-03-29T17:05:31.430Z,600.0,7,7,14,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-10.0,-4.0,3.0,2.0,5.0,-5.0,2026-03-29T17:10:59.724Z,0.0,-4.0,-10.0,-5.0,3.0,-1.0,2026-03-29T17:22:29.861Z,2026-03-29T17:11:17.397Z,2026-03-29T17:21:17.518Z,600.0,8,8,16,2026-03-29T17:27:45.419Z,experimental,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,6.0,4.0,7.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,"In the second chat, I was surprised by how agreeable the AI chatbot was in regard to my questions. I was prepared for a combative conversation.","The visualization was confusing and distracting. I used it, but didn't like my focus being pulled from the chat.",It was distracting and hard to follw how it was supposed to me helpful.,Thank you!,False
bYAvBCyegSQYaXADdsbIi5HZZUW2,67104c7deff954cb22438402,69c9517d8c62b31c2b95b289,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-29T16:38:38.570Z,4,4,5,2026-03-29T16:22:53.942Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,0,8,-10,0,-10,0,2026-03-29T16:24:52.956Z,10.0,10.0,-10.0,-10.0,-10.0,-10.0,2026-03-29T16:36:08.059Z,2026-03-29T16:25:12.431Z,2026-03-29T16:35:12.577Z,600.0,5,5,10,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,3.0,-3.0,4.0,-10.0,6.0,-9.0,2026-03-29T16:38:37.880Z,-10.0,5.0,8.0,-10.0,-10.0,-10.0,2026-03-29T16:49:43.812Z,2026-03-29T16:38:49.634Z,2026-03-29T16:48:49.759Z,600.0,10,10,20,2026-03-29T16:56:31.582Z,experimental,5.0,4.0,5.0,5.0,2.0,3.0,6.0,3.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,"Both interactions went well, I expected a more toxic behavior from the first based on the traits given but was pleasantly surprised. The second went pretty much as expected","For both, I referred back and forth from the chats to the traits for a little bit, especially the first while I was adjusting to their behavior, but then I just went with the flow. When I was giving the ratings afterwards, I didn't bother referring back because I rated them on how they actually behaved","For the first, I was given that the LLM would be toxic and romantic and I did not get either of those traits in the chat. It was energetic, fun and very much like talking to someone I had known for a long time and was an old friend. The second one, with the circular chart, didn't make a whole lot of sense to me because if, say, platonic was at 6%, to me then romantic shouldn't be at 0%. But I may just be misunderstanding how it worked","None, thank you for asking",False
bomgMSyOqtcI5Y0NMmSfjNLHZiF3,69a792fc2d35ed68237867c3,69c95115cbfc7f20a248dfb8,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-29T17:22:26.982Z,6,5,2,2026-03-29T16:21:30.542Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,-4,False,-6,-7,3,0,-2,-4,2026-03-29T16:26:15.937Z,-3.0,2.0,4.0,0.0,-6.0,-3.0,2026-03-29T17:19:09.810Z,2026-03-29T17:06:36.885Z,2026-03-29T17:16:36.999Z,600.0,5,5,10,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,4.0,2.0,-7.0,4.0,-5.0,-5.0,2026-03-29T17:22:26.351Z,8.0,-4.0,-7.0,0.0,-1.0,-5.0,2026-03-29T17:33:52.214Z,2026-03-29T17:23:13.369Z,2026-03-29T17:33:13.467Z,600.0,6,6,12,2026-03-29T17:37:23.003Z,experimental,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,,3.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,"I think the interactions went well, but were as expected.",I felt like the visualization was not needed as I already read how the AI was going to behave.,"I thought it was helpful to see the scale that it was going to perform, but did not need returned too very often.","The AI was a bit slow, and I may have gotten confused on the first quality check, but there was no way of returning back to change my mistake.",False
c6fJGXTGHjWWMZqbr9Kb8BOhQcH2,5e74f18520ab35040b41d526,69c9527c602be3dab085fdb9,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-29T16:43:35.531Z,4,4,5,2026-03-29T16:26:42.683Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,1,-2,7,-10,-10,-10,2026-03-29T16:28:42.964Z,3.0,1.0,8.0,-10.0,-10.0,-10.0,2026-03-29T16:39:29.590Z,2026-03-29T16:28:54.181Z,2026-03-29T16:38:54.243Z,600.0,7,7,14,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-6.0,6.0,-2.0,-5.0,-5.0,-2.0,2026-03-29T16:43:35.042Z,3.0,4.0,-3.0,-10.0,-10.0,-10.0,2026-03-29T16:54:55.365Z,2026-03-29T16:43:55.208Z,2026-03-29T16:53:55.355Z,600.0,5,5,10,2026-03-29T17:02:39.623Z,experimental,3.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,6.0,5.0,5.0,2.0,3.0,2.0,4.0,6.0,6.0,6.0,"I think it went well. The AI gave me good advice. I wanted to continue talking. In the second chat, the AI did make me a bit nervous about an answer about a procedure I am having. It told me in the last sentence about a possible complication. However, after following up and saying I was nervous, it talked me off the ledge.",I looked to see if the answers jived with the circle chart. I did not see much difference. And it kind of added a level of complexity that I didn't really find helpful. I could tell by the syntax and tone of the answers how AI was conveying the various emotions.,"I really did not see much change in the answers and the tone even when the visualization changed. For example, when I stressed a sense of anxiety due to something that AI mentioned that could go wrong with a medical procedure I may need to have, the Ai chatbot became more empathetic in tone and wording to reassure me. However, I did not see a positive change in empathy on the chart.","The AI in both cases seemed slower than the AIs I use. The AI gave comprehensive and good answers. The first AI was more empathetic than the second. The second AI was not really empathetic until I expressed anxiety at something the AI said, and then the AI warmed up a bit and was more reassuring. Both AIs were very direct and gave honest answers. I would have like to continue talking to both of them.",False
k3xrZUfDDgf9ck6IlM8W7SNNkLu1,699ec098d5e833b119bb99dc,69c953ac8c9ffab11ab728f4,69c85399187694d34f96b151,0,control,random,roleply_first,ROLEPLY,ASST,2026-03-29T17:13:01.947Z,6,6,6,2026-03-29T17:00:48.287Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,3,0,0,6,5,5,2026-03-29T17:01:21.078Z,-10.0,-4.0,8.0,-7.0,4.0,6.0,2026-03-29T17:12:18.452Z,2026-03-29T17:01:25.972Z,2026-03-29T17:11:26.090Z,600.0,10,10,20,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,6.0,5.0,2.0,0.0,-7.0,-6.0,2026-03-29T17:13:01.346Z,0.0,5.0,6.0,-6.0,-5.0,-2.0,2026-03-29T17:23:44.758Z,2026-03-29T17:13:04.899Z,2026-03-29T17:23:05.013Z,600.0,6,6,12,2026-03-29T17:24:40.265Z,control,7.0,7.0,6.0,,,,,,,,,,,,,,,,,The first AI actually had a decent argument with me,,,no,False
kjAnmuh87VMBgEmIGq8CoJttafp2,69600c536076cb24b0e69aa7,69c9513f97a1d658c01df0fa,69c85399187694d34f96b151,2,multi_turn,random,roleply_first,ROLEPLY,ASST,2026-03-29T16:37:35.990Z,4,3,5,2026-03-29T16:21:38.018Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-2,6,-3,1,3,5,2026-03-29T16:24:03.554Z,8.0,7.0,-9.0,-6.0,-8.0,0.0,2026-03-29T16:35:21.762Z,2026-03-29T16:24:26.999Z,2026-03-29T16:34:27.833Z,600.0,5,5,10,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,6.0,-1.0,0.0,-3.0,-2.0,-7.0,2026-03-29T16:37:35.683Z,-3.0,-7.0,8.0,-8.0,-7.0,-4.0,2026-03-29T16:48:56.996Z,2026-03-29T16:37:54.129Z,2026-03-29T16:47:54.650Z,600.0,11,11,22,2026-03-29T16:55:32.234Z,experimental,6.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,5.0,4.0,5.0,3.0,6.0,4.0,3.0,6.0,4.0,5.0,the first interaction was very surprising . the AI reminded me of PeanutHamper from star trek lower decks. very winy but with more personality. the second interaction  was way more robotic like.,I looked a t it a few times for reference. other than that . it was a good reminder of the personality traits of the AI,it was a chart. I didn't find it confusing. I was helpful,the was pretty interesting. I like do things with AI,False
mFiOfBvOAQbzrtSNGnw4WPgaWWt2,6993e83416945f6b2e3c9818,69c95794de08c6dca2365a3f,69c85399187694d34f96b151,0,control,random,asst_first,ASST,ROLEPLY,2026-03-29T17:03:48.141Z,5,5,4,2026-03-29T16:50:28.225Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",no,no,True,3,True,6,2,-3,-8,-4,-6,2026-03-29T16:52:23.040Z,9.0,9.0,-9.0,-10.0,-10.0,-10.0,2026-03-29T17:02:58.636Z,2026-03-29T16:52:35.264Z,2026-03-29T17:02:35.455Z,600.0,7,7,14,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-6.0,7.0,-9.0,-5.0,-6.0,-1.0,2026-03-29T17:03:47.660Z,4.0,4.0,3.0,-8.0,-7.0,-7.0,2026-03-29T17:14:21.679Z,2026-03-29T17:03:52.005Z,2026-03-29T17:13:52.159Z,600.0,7,7,14,2026-03-29T17:16:31.781Z,control,5.0,5.0,4.0,,,,,,,,,,,,,,,,,"It all felt very natural, I felt really good in the first one, I was suprised how helpful it was to talk with the bot",,,The bot took awhile to craft responses,True
mNvqm30JewMJQl8ESowRSvKCCK43,65b92135e296f28cb1a093c3,69c9508897aa047a3c8ae705,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-29T16:35:36.482Z,4,4,4,2026-03-29T16:19:19.181Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-10,5,7,0,10,5,2026-03-29T16:21:25.761Z,8.0,8.0,9.0,10.0,8.0,-8.0,2026-03-29T16:32:37.900Z,2026-03-29T16:21:42.318Z,2026-03-29T16:31:42.463Z,600.0,7,7,14,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,2026-03-29T16:35:35.977Z,10.0,-10.0,10.0,-10.0,0.0,-10.0,2026-03-29T16:46:35.049Z,2026-03-29T16:36:00.979Z,2026-03-29T16:46:01.124Z,600.0,6,6,12,2026-03-29T16:51:28.144Z,experimental,3.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,5.0,,7.0,7.0,7.0,7.0,4.0,6.0,6.0,6.0,"The seocnd one was about what I expected except it was tota;ly ingorant of the topic and gave concsistantly wrong answers. The first one was something like what it was intended to be but not very mucg, though it was more interesting and fun.","ONce I was into teh chat I did not use it at all, I just chatted.",The second chart visualization was definatly easier to use and if this was something that mattered I would prefer it to the first one.,no,False
pB7KPQ7uMeWogviTjJJaBu3gaTx2,60b5d56cc4d0a037b4533af6,69c952886617f506e0304d66,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-29T16:42:14.788Z,3,3,5,2026-03-29T16:27:16.518Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,7,0,0,-3,-1,0,2026-03-29T16:29:15.560Z,3.0,2.0,0.0,-3.0,-3.0,-10.0,2026-03-29T16:40:45.294Z,2026-03-29T16:30:13.517Z,2026-03-29T16:40:14.271Z,600.0,11,11,22,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-4.0,8.0,-2.0,-4.0,-6.0,-6.0,2026-03-29T16:42:14.203Z,2.0,3.0,-4.0,0.0,-4.0,-3.0,2026-03-29T16:53:11.472Z,2026-03-29T16:42:34.628Z,2026-03-29T16:52:35.152Z,600.0,7,7,14,2026-03-29T16:56:45.957Z,experimental,7.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"The second experience the answers were too,long but overall enjoyed it.",To understand how the responses were coming off and wether responses had intention,It was there nice to get understandings didn’t really use,,False
vWvpDIrdNwToj9eFdnQoaecd1TG2,5ea9fd35de1f1015aea1117a,69c95201c781ffbbbd05d82d,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-29T16:38:53.457Z,2,2,6,2026-03-29T16:24:31.118Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-9,6,-9,-9,-6,8,2026-03-29T16:25:48.520Z,4.0,4.0,-2.0,-10.0,2.0,-10.0,2026-03-29T16:36:56.515Z,2026-03-29T16:26:10.611Z,2026-03-29T16:36:10.737Z,600.0,9,9,18,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,5.0,-4.0,6.0,-1.0,2.0,-7.0,2026-03-29T16:38:52.931Z,0.0,-6.0,10.0,-10.0,-10.0,-9.0,2026-03-29T16:49:46.004Z,2026-03-29T16:39:03.774Z,2026-03-29T16:49:03.958Z,600.0,12,12,24,2026-03-29T16:52:53.480Z,experimental,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,6.0,,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,"Both interactions went well, it took longer to respond than I was expecting.",I primarily checked it beforehand and looked at it while the AI was taking time to respond.,It was relatively simple to understand. I didn't have any problems.,,False
voKKw5cOS2YYas5jMLDBLJO99mm2,582afed4ce3a0e00010b3245,69c9522125245f818d5c85af,69c85399187694d34f96b151,2,multi_turn,random,roleply_first,ROLEPLY,ASST,2026-03-29T16:43:33.459Z,5,4,2,2026-03-29T16:27:25.795Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-7,-8,7,-8,10,9,2026-03-29T16:29:59.149Z,9.0,1.0,-2.0,-9.0,-9.0,-9.0,2026-03-29T16:41:35.411Z,2026-03-29T16:30:36.737Z,2026-03-29T16:40:36.839Z,600.0,6,6,12,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,3.0,7.0,-3.0,-10.0,-10.0,-10.0,2026-03-29T16:43:33.039Z,6.0,0.0,6.0,-9.0,-9.0,-9.0,2026-03-29T16:54:28.518Z,2026-03-29T16:43:58.551Z,2026-03-29T16:53:58.664Z,600.0,11,11,22,2026-03-29T16:59:21.031Z,experimental,6.0,5.0,6.0,6.0,4.0,2.0,6.0,1.0,6.0,3.0,2.0,4.0,1.0,4.0,1.0,5.0,4.0,7.0,5.0,Very interesting!  I like doing the chats but i am always surprised how different the ai bots are from each other.,i thought the chart was confusing and i only think i understood it.,"it would take more practice.   i think just a chart with a specific value for say honest would be better.  i don't think i need to see a scale from one side to another.  if the bot is honest to point 8, then it is not dishonest.",interesting.  i think the interface worked well but i was surprised the bot didn't have real time info.,False
yNaOLeYoiMOvRlYB2N0mLRBP3Kw1,6980ff480783a55ae76c8bdb,69c95150a278c7ce4ce18546,69c85399187694d34f96b151,0,control,random,roleply_first,ROLEPLY,ASST,2026-03-29T17:03:49.284Z,4,3,2,2026-03-29T16:49:31.075Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,3,7,-8,0,4,4,2026-03-29T16:52:02.889Z,6.0,8.0,-6.0,-3.0,-4.0,-2.0,2026-03-29T17:03:04.063Z,2026-03-29T16:52:07.289Z,2026-03-29T17:02:07.375Z,600.0,7,7,14,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,-5.0,-4.0,8.0,-10.0,-9.0,-10.0,2026-03-29T17:03:48.963Z,-3.0,-1.0,6.0,-10.0,-9.0,-10.0,2026-03-29T17:14:28.572Z,2026-03-29T17:03:51.914Z,2026-03-29T17:13:52.002Z,600.0,7,7,14,2026-03-29T17:17:13.113Z,control,3.0,1.0,3.0,,,,,,,,,,,,,,,,,the interactions were smooth and went places i didnt expect particularly the first interaction as it improvised a whole scenario and role played. The second one was a bit more robotic just asking it for requests which is fine but it was a fun difference between the two.,,,I had to redo the entire study because this final survey didnt load the first time and when i refreshed the page it took me to the beginning so that is very unfortunate. The first time through the second bot broke during one of the responses so i asked the question again and it worked. Just something to keep an eye on,False
ye65Jqo9bURrD8XmAjbhyXUnIt42,69a8fc1564f555e616c39ff2,69c95105d5e1b9c327d7b74c,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-29T16:39:13.223Z,4,4,1,2026-03-29T16:22:46.622Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,-4,-2,6,-10,8,-7,2026-03-29T16:25:26.366Z,0.0,-10.0,10.0,-7.0,-4.0,-5.0,2026-03-29T16:37:22.421Z,2026-03-29T16:26:00.305Z,2026-03-29T16:36:00.787Z,600.0,10,10,20,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,0.0,-7.0,0.0,-10.0,0.0,4.0,2026-03-29T16:39:12.837Z,-10.0,0.0,5.0,-3.0,3.0,0.0,2026-03-29T16:50:30.156Z,2026-03-29T16:39:37.636Z,2026-03-29T16:49:37.896Z,600.0,5,5,10,2026-03-29T16:56:58.603Z,experimental,2.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,,4.0,6.0,2.0,6.0,7.0,7.0,4.0,4.0,"I expected the first AI to blindly agree with me even if I was clearly wrong but was a bit surprised that it was willing to say what it did. It was still unwilling to seriously call out ""my"" negative behavior though, so.","Not much at all, frankly. The visualization didn't, I feel, provide me with any real value that I couldn't get from a quick conversation with the AI. Perhaps that is just because I was talking to Wario, however.","I didn't really find it confusing nor helpful. It just was kinda there for me. I liked it though, looked cool. I'm a fan of displaying data in different ways so I'd take having the visual over not but that is at some point more of just an aesthetic preference.",Was kinda fun! Though I don't really like talking to AI if I can help it.,False
1C4vqo3MNqelQDcHv83prCMumpl2,67d440ccf6f3293d71c32e4d,69c990f0180e6e563e33792f,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-29T21:20:46.336Z,5,5,5,2026-03-29T20:55:35.025Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,4,7,3,-9,-5,-9,2026-03-29T21:02:25.569Z,3.0,5.0,4.0,-10.0,-2.0,-9.0,2026-03-29T21:16:49.355Z,2026-03-29T21:03:36.058Z,2026-03-29T21:13:36.775Z,600.0,16,16,32,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,2.0,6.0,-6.0,-3.0,-7.0,-3.0,2026-03-29T21:20:41.441Z,1.0,6.0,-7.0,-10.0,-8.0,6.0,2026-03-29T21:35:29.063Z,2026-03-29T21:22:26.805Z,2026-03-29T21:32:27.555Z,600.0,9,9,18,2026-03-29T21:40:14.252Z,experimental,5.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,,5.0,5.0,6.0,5.0,4.0,5.0,6.0,6.0,"Good, but the tone was more blunt than I expected.",I Used it to guide my ratings and make comparisons.,"It was helpful for the trends, but some percentages were unclear.",,False
